번호	의료기관명	의사이름	진료시간1	진료시간2	진료시간3	진료시간4	진료시간5	진료시간6	진료시간7	진료시간8	진료시간9	진료시간10	진료시간11	진료시간12	진료시간13	진료시간14
279	이해준치과의원	진중악	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200
280	이재학치과의원	장새시	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200
281	믿을신치과의원	장추섬	900	1000	1100	1200	1300	1400	1500	1600	1700					
282	시카고초콜렛치과의원	신제형	900	1000	1100	1200	1300	1400	1500	1600	1700					
283	미미치과의원	송심누	900	1000	1100	1200	1300	1400	1500	1600	1700					
284	에투알드서울치과의원	송철주	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200
285	정연치과의원	우남흥	900	1000	1100	1200	1300	1400	1500	1600	1700					
286	한치과의원	민엽탐	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200
287	하창윤치과의원	우월시	900	1000	1100	1200	1300	1400	1500	1600	1700					
288	서울리더스치과의원	임두중	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200
289	에이플러스치과의원	한동평	900	1000	1100	1200	1300	1400	1500	1600	1700					
290	압구정에이플러스치과의원	임다영	900	1000	1100	1200	1300	1400	1500	1600	1700					
291	강남에이플러스치과의원	류채뜸	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200
292	김철수치과의원	신희찬	900	1000	1100	1200	1300	1400	1500	1600	1700					
293	이인환치과의원	모이추	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200
294	코리아치과의원	마웅희	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200
295	닥터허치과의원	구묵창	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200
296	이석형치과의원	오엽숙	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200
297	자곡서울치과의원	우재늘	900	1000	1100	1200	1300	1400	1500	1600	1700					
298	닥터프라임치과의원	채개완	900	1000	1100	1200	1300	1400	1500	1600	1700					
299	옥스치과의원	류전하	900	1000	1100	1200	1300	1400	1500	1600	1700					
300	베스트덴치과의원	은회부	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200
301	런던치과의원	김은지	900	1000	1100	1200	1300	1400	1500	1600	1700					
302	청담라인치과의원	김성태	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200
303	서울샤인치과의원	백서영	900	1000	1100	1200	1300	1400	1500	1600	1700	1800	1900	2000	2100	2200
